nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0066708	Manfred Beger	\N	\N	writer,director,cinematographer	tt0115088,tt0208004,tt0187391,tt0341216
nm0066709	Alison Begg	\N	\N	assistant_director,actress	tt0078484,tt0104710,tt0116191,tt0297625
nm0066710	Andrew Begg	\N	\N	cinematographer,camera_department	tt4082314,tt1262888,tt15181452,tt1285216
nm0066711	Andy Begg	\N	\N	camera_department	tt0109415
nm0066712	Anwer Begg	\N	\N	actor	tt0212699
nm0066713	Barbara Begg	1914	1978	animation_department	tt8718038,tt0046593,tt0047757,tt1044551
nm0066715	David Begg	\N	\N	actor,producer,director	tt2293037,tt4806572,tt0108773,tt0151137
nm0066716	Gordon Begg	1868	1954	actor	tt0038242,tt0020852,tt0038574,tt0014695
nm0066717	Heather Begg	1932	2009	actress	tt0363649,tt0366773,tt0251443,tt0220672
nm0066718	Isabel Begg	\N	\N	miscellaneous	tt0765443,tt1229822,tt0416320,tt1242460
nm0066719	Jim Begg	1938	2008	actor,producer,production_manager	tt0082250,tt0107387,tt0059878,tt0059221
nm0066720	Charles E.H. Begg	\N	\N	miscellaneous	tt0044324
nm0066721	Nathan Begg	\N	\N	actor	tt0113737
nm0066722	Nigel Begg	\N	\N	transportation_department,miscellaneous	tt0116604
nm0066723	Warwick Begg	\N	\N	actor	tt0118826,tt0121956,tt0108709,tt0200755
nm0066724	William Begg	1903	1986	actor	tt0860353,tt1027717
nm0066725	Frans Begger	1928	\N	actor	tt0042845
nm0066726	Fabrizio Beggiato	\N	\N	actor,writer	tt0217008,tt0089040,tt0083102
nm0066727	Francis Beggins	\N	\N	actor	tt0086637
nm0066729	Craig Beggs	\N	\N	sound_department,set_decorator	tt0108047,tt0110500,tt0096217,tt0133275
nm0066730	David Beggs	\N	\N	actor	tt0464061,tt0102014
nm0066731	Dinah Beggs	\N	\N	actress	tt0075741
nm0066732	Hagan Beggs	1937	2016	actor,location_management,writer	tt0109516,tt0060028,tt0080516,tt0115392
nm0066733	Kevin L. Beggs	\N	\N	producer,miscellaneous,writer	tt0111892,tt0427312,tt0096542,tt0261492
nm0066734	Lee Beggs	1870	1943	actor,director,writer	tt0223923,tt0014672,tt0003438,tt0015022
nm0066735	Malcolm Lee Beggs	1907	1956	actor	tt0039123,tt0045574,tt0203251,tt0042141
nm0066736	Morgan Beggs	\N	\N	assistant_director,producer,director	tt1843230,tt13444912,tt4834206,tt15567174
nm0066737	Noah Beggs	1970	\N	actor,stunts,miscellaneous	tt5774450,tt0970416,tt0364343,tt1528071
nm0066738	Pat Beggs	\N	\N	actor	tt0016786,tt0017109
nm0066739	Patricia Beggs	\N	\N	actress	tt2329424
nm0066740	Richard Beggs	1942	\N	sound_department,music_department,miscellaneous	tt0363771,tt0078788,tt0206634,tt0304141
nm0066741	Russell Beggs	\N	\N	writer	tt0042144,tt0041063,tt0052442,tt0044267
nm0066742	Tom Beggs	\N	\N	animation_department	tt0296886,tt0090315,tt0107875,tt0104298
nm0066743	Wilton G. Beggs	\N	\N	director,writer	tt0218246,tt0062071
nm0066744	Tim Beggy	1974	\N	producer,miscellaneous,actor	tt9845168,tt0481222,tt1518893,tt0361254
nm0066745	Luisella Beghi	1922	2006	actress	tt0036169,tt0032778,tt0035511,tt0031391
nm0066746	Lio Beghin	1929	2010	writer	tt0165516
nm0066747	Jean Beghon	\N	\N	music_department,soundtrack	tt0028785,tt0027502,tt0025712,tt0023860
nm0066748	Djelloul Beghoura	\N	\N	actor,director,writer	tt0075118,tt0327407,tt0088362,tt12095828
nm0066749	Amy Beghtel	\N	\N	actress	tt0146233
nm0066750	Jorge Beghé	\N	\N	production_designer,art_director,set_decorator	tt0178839,tt0188848,tt0186716,tt0202054
nm0066751	Amel Begic	\N	\N	camera_department	tt0251735
nm0066753	Monique Begieneman	\N	\N	casting_department	tt0117366,tt0112023
nm0066754	Karen Begim	\N	\N	director	tt0222254
nm0066755	Benoit Begin	\N	\N	art_department	tt0114367,tt5884230,tt0120230,tt0116048
nm0066756	Menachem Begin	1913	1992		tt0943525,tt13794430,tt5648728,tt11447856
nm0066757	Paul Begin	\N	\N	camera_department,cinematographer	tt0210070,tt0146336,tt0144120,tt1640459
nm0066758	Sebastian Begin	\N	\N	miscellaneous	tt0119953
nm0066759	Ortrud Beginnen	1938	1999	actress,soundtrack	tt0095204,tt0071459,tt0120075,tt0095163
nm0066760	Pipe Line Begishe	\N	\N	actor	tt0049730
nm0066761	Eve Beglarian	\N	\N	composer	tt0252510,tt1110216,tt12879602,tt0118194
nm0066762	Spencer Beglarian	1960	2011	actor,writer,producer	tt0134247,tt0283901,tt0367560,tt0374791
nm0066763	Bibiana Beglau	1971	\N	actress	tt4538384,tt0461836,tt0234805,tt5089068
nm0066764	Michael Begler	\N	\N	producer,writer,miscellaneous	tt0337697,tt0118495,tt2937900,tt0350028
nm0066765	Bert Begley	\N	\N	actor	tt0042463
nm0066766	Brian Begley	\N	\N	actor	tt0161992
nm0066767	Damian Begley	1956	\N	editor,editorial_department,actor	tt2575900,tt0201862,tt0101296,tt0178965
nm0066768	Dermot Begley	\N	\N	producer	tt0124889
nm0066769	Ed Begley	1864	1933	actor	tt0005578,tt0009355
nm0066770	Elizabeth Begley	1907	1993	actress	tt0159166,tt0297621,tt0159195,tt0166424
nm0066771	Gaynell Begley	\N	\N	actress	tt0275791
nm0066772	Ivan Begley	\N	\N	camera_department	tt0097156
nm0066773	Jean Begley	\N	\N	editor	tt0217523
nm0066774	Jeanne Begley	\N	\N	producer,director,writer	tt1250882,tt12580168,tt0092322,tt0842903
nm0066775	Joe Begley	\N	\N	actor	tt0275791
nm0066776	John J. Begley	\N	\N	camera_department,art_department	tt0252076,tt0119223,tt1321510,tt0404203
nm0066777	Kim Begley	1952	\N	actor,soundtrack	tt0102428,tt2302809,tt1019690,tt7544052
nm0066778	Maggie Begley	\N	\N	miscellaneous	tt6348138,tt1623288,tt0787474,tt4302938
nm0066779	Martin Begley	\N	\N	actor	tt0071746,tt7717594
nm0066780	Mary Jo Begley	\N	\N	actress	tt1229032,tt0063800
nm0066781	Michael Begley	\N	\N	actor,writer	tt0339907,tt0118327,tt1285075,tt0147756
nm0066782	Patrick Begley	\N	\N	art_department,art_director	tt0109779,tt0436992,tt0118686,tt0324084
nm0066783	Peet Begley	\N	\N	sound_department,editorial_department	tt0065872,tt0211195
nm0066784	Rita Begley	\N	\N	actress	tt0049377
nm0066785	Sally Begley	\N	\N	actress	tt0065205
nm0066786	Sharon Begley	1956	2021	miscellaneous	tt0114660,tt0270116
nm0066787	William Begley	\N	\N	actor	tt0085422
nm0066788	Philippe Beglia	\N	\N	actor	tt0159206,tt13774454,tt0449851,tt0444182
nm0066789	Jean-Paul Beglin	\N	\N	actor	tt0254177
nm0066790	Gennadi Beglov	\N	\N	assistant_director,actor,director	tt6262778,tt0149585,tt0070729,tt0062428
nm0066791	Ye. Beglyarova	\N	\N	costume_designer,production_designer	tt0372307,tt0266686,tt0265500,tt0093665
nm0066792	N. Begmurodov	\N	\N	actor	tt0101508
nm0066793	Michel Begnez	\N	\N	actor	tt2387505,tt0463393,tt0220726
nm0066794	Camilla Begnoni	\N	\N	actress	tt0102536
nm0066795	Kyrre M. Begnum	\N	\N	actor	tt0106002
nm0066796	Bego	\N	\N	actor,camera_department	tt0107333,tt4015294
nm0066797	Manuel Bengoa	1906	1969	writer,miscellaneous,assistant_director	tt0049142,tt0049648,tt0066085,tt0037743
nm0066798	Stéphane Begoc	\N	\N	director	tt0239245
nm0066799	Adil Begolli	\N	\N	producer	tt0084947,tt0274007,tt0273628,tt0171198
nm0066800	Faruk Begolli	1944	2007	actor,writer	tt0175164,tt0147556,tt0069452,tt0180960
nm0066801	Istref Begolli	1933	2003	actor	tt0172643,tt0172872,tt0094379,tt0087847
nm0066802	Maud Begon	\N	\N	make_up_department	tt0073663,tt0070959,tt0070849,tt0067943
nm0066803	Linda Begonja	1972	\N	actress	tt3856016,tt2486856,tt1135550,tt3164154
nm0066804	Maurizio Begotti	\N	\N	actor	tt0093494
nm0066805	Amina Begovic	1963	\N	actress	tt0193430,tt0119873,tt0117555,tt0097690
nm0066806	Boro Begovic	1932	1993	actor	tt0273009,tt0124825,tt0069452,tt0088489
nm0066807	Ena Begovic	1960	2000	actress	tt0099554,tt5324564,tt0120369,tt0097439
nm0066808	Ingrid Begovic	1936	\N	production_designer	tt0196006
nm0066809	Mia Begovic	1963	\N	actress	tt1230418,tt0089493,tt0103923,tt0425723
nm0066810	Milan Begovic	1876	1948	writer	tt2325759,tt0184840,tt0149880,tt0454347
nm0066811	Miso Begovic	\N	\N	actor	tt0055059,tt0179954
nm0066812	Paul Begovich	\N	\N	camera_department,miscellaneous	tt0397518,tt0094813
nm0066813	Fray Mauricio de Begoña	\N	\N	writer	tt0122784
nm0066814	Mary Begoña	1925	2020	actress	tt0057641,tt0056647,tt0198093,tt0067768
nm0066815	Karl Begrich	\N	\N	director,cinematographer,producer	tt0132191,tt0188599
nm0066816	Matthieu Begthel	\N	\N	miscellaneous	tt0228901
nm0066817	Velly Beguard	\N	\N	actress	tt1642622,tt0206154,tt0121733,tt6605564
nm0066818	Chad Beguelin	\N	\N	soundtrack,writer,music_department	tt0165042,tt13893696,tt8721424,tt10161886
nm0066819	Salvador Beguería	\N	\N	actor	tt1507316,tt0058663,tt6082104
nm0066820	Anne Beguet	\N	\N	actress	tt0055904,tt0053671
nm0066821	Pascal Beguet	\N	\N	actor	tt0484198,tt0271293,tt0075371,tt0077710
nm0066822	James Beguin	\N	\N	camera_department	tt1512310,tt0212807,tt1544572,tt0208074
nm0066823	Olivier Beguin	1975	\N	editor,director,producer	tt1949171,tt0258253,tt2318564,tt1262886
nm0066824	Yann Beguin	\N	\N	composer	tt7263982
nm0066825	Oscar Beguiristain	\N	\N	transportation_department	tt0488120,tt5052448,tt1045772,tt3276924
nm0066827	Bahar Begum	1942	\N	actress	tt0268221,tt11219694,tt0269330,tt11238428
nm0066828	Fatma Begum	\N	\N	actress,director,writer	tt0214725,tt0214554,tt0232889,tt0213903
nm0066829	Iqbal	\N	\N	actress	tt0139047,tt0417445,tt0253671,tt0214085
nm0066830	Mukhtar Begum	\N	\N	actress,music_department	tt0379441,tt0233938,tt0426092,tt0386628
nm0066831	Paul Gibran Begum	\N	\N	director	tt0131374
nm0066832	Serene Begum	\N	\N	actress	tt0187750
nm0066833	Shamshad Begum	1919	2013	music_department,soundtrack	tt0050758,tt0213447,tt0046673,tt0049041
nm0066834	Zeenat Begum	1931	2007	actress,producer	tt0244532,tt1620830,tt1305001,tt0317116
nm0066835	Brian Begun	1973	\N	visual_effects	tt0319262,tt0382992,tt0343818,tt0253754
nm0066836	Jeff Begun	\N	\N	producer,miscellaneous,writer	tt1646980,tt0104981,tt1234719,tt1242432
nm0066837	Lilly Begusch	\N	\N	actress	tt0178631,tt1685526
nm0066838	Ferenc Begányi	1937	2000	actor	tt0086101,tt0102171,tt0079298,tt0849411
nm0066839	Julie Beha	\N	\N	special_effects	tt0089489
nm0066840	Oliviero Beha	1949	2017	actor	tt4380234,tt4723216,tt0094530
nm0066841	R. Michael Behagen	\N	\N	actor	tt0097987
nm0066842	Michael Behagen	\N	\N	director,writer,producer	tt0148333,tt0135695
nm0066843	Fanny Behak	\N	\N	actress	tt0022434
nm0066844	Hans Behal	1893	1957	actor	tt0023680,tt0022202,tt0022346,tt0023640
nm0066845	Stanislav Behal	\N	\N	actor	tt0110116
nm0066846	Steve Behal	\N	\N	actor	tt0190524,tt0292506,tt0160393,tt0299658
nm0066847	Andrea Behalikova	\N	\N	actress	tt0114319
nm0066848	Brendan Behan	1923	1964	writer,soundtrack	tt0348926,tt0056387,tt0221838,tt2042568
nm0066849	Bruce Behan	\N	\N	art_department	tt0082677
nm0066850	Dominic Behan	1928	1989	writer,soundtrack,actor	tt0161126,tt1062205,tt2277947,tt1900648
nm0066851	Jackie Filgo	\N	\N	producer,writer,miscellaneous	tt1196141,tt0810922,tt0165598,tt0496312
nm0066852	Matt Behan	\N	\N	actor	tt0110516
nm0066853	Patrick Behan	\N	\N	miscellaneous	tt0097966
nm0066854	Paudge Behan	\N	\N	actor	tt0103442,tt0312549,tt4800878,tt5344054
nm0066855	Peter Behan	\N	\N	transportation_department	tt0119033
nm0066856	Roscoe J. Behan	\N	\N	actor	tt0042344,tt0041948,tt0041795
nm0066857	Ruark Behan	\N	\N	camera_department	tt1433811,tt9606374,tt1112782,tt1125849
nm0066858	Stephen Behan	\N	\N	actor	tt0081441
nm0066859	Shane Behangin'	\N	\N	actor	tt0109924
nm0066860	Bob Behanna	\N	\N	actor	tt0078919
nm0066861	Gert Behanna	\N	\N	writer	tt0067331
nm0066862	Wilimeda BeHanna	\N	\N	actor	tt0081766
nm0066863	Andrew Behar	1957	\N	director,writer,editor	tt0105086,tt0114667,tt0120264,tt0116642
nm0066864	Bryan Behar	\N	\N	producer,writer,miscellaneous	tt3986586,tt2520946,tt0366027,tt2245117
nm0066865	David Behar	1978	\N	actor	tt0097614,tt0857343
nm0066866	Donna Behar	1934	\N	actress,soundtrack	tt0242740,tt0276560,tt0242594
nm0066867	Eli Behar	1929	1988	actor	tt0060009,tt0058855,tt0146784,tt0060028
nm0066868	Esther Behar	\N	\N	miscellaneous,producer,writer	tt0113965,tt0190174,tt1744866,tt0101492
nm0066869	Henry Behar	\N	\N	director,camera_department,miscellaneous	tt0198169,tt0066651,tt0059978,tt7949298
nm0066870	Henri Behar	\N	\N	actor,miscellaneous,director	tt0337896,tt1346973,tt2852376,tt0192949
nm0066871	Howard Behar	\N	\N	miscellaneous,producer,executive	tt0455805,tt0117003,tt0098724,tt1127221
nm0066872	Ike Behar	\N	\N	miscellaneous,costume_department	tt10989808,tt6014166,tt0100486
nm0066873	Ilana Behar	\N	\N	miscellaneous	tt0113826
nm0066874	Jaume Behar	\N	\N	producer,actor	tt0089836,tt0086539,tt0086540,tt0088350
nm0066875	Joseph Behar	1926	2021	director	tt0056758,tt0247869,tt0044262,tt0058796
nm0066876	José Behar	\N	\N	producer	tt0478995,tt0234690,tt1132458,tt18884270
nm0066877	Joy Behar	1942	\N	actress,writer	tt0107507,tt0480687,tt0111942,tt1667889
nm0066878	Leo Behar	\N	\N	camera_department,miscellaneous	tt0082340,tt0120201,tt0117218,tt0115571
nm0066879	Marco Behar	\N	\N	actor	tt7252940,tt0149843,tt0055380,tt0055082
nm0066880	Nicole Behar	\N	\N	miscellaneous,production_manager	tt0104737,tt0105909,tt0112534
nm0066881	Nina Behar	1930	\N	director	tt0172740,tt0172101,tt0172215,tt0172350
nm0066882	Phyllis Behar	1935	\N	actress	tt0062595
nm0066883	Roberto Behar	\N	\N	miscellaneous	tt0213988
nm0066884	Roger Behar	\N	\N	actor,special_effects,stunts	tt0217554,tt0165899
nm0066885	Sasha Behar	1971	\N	actress	tt1492179,tt1475582,tt0436992,tt0053494
nm0066886	Wayne Behar	\N	\N	writer,producer	tt0145551,tt0196000
nm0066887	Julia Bejarano	\N	\N	actress	tt0399153,tt0020166,tt0129037,tt0207819
nm0066888	Eunice Mountjoy	1939	\N	editorial_department,editor,sound_department	tt0076319,tt0087892,tt0073341,tt0089639
nm0066889	John Beharrell	1941	\N	miscellaneous	tt0094947,tt0100054,tt0093779,tt0332136
nm0066890	Penelope Forrester	1946	\N	miscellaneous	tt0120148,tt0332136,tt0074452,tt0093779
nm0066891	Damon Beharry	\N	\N	miscellaneous	tt0123823
nm0066892	Gina Beharry	\N	\N	actress	tt0068280
nm0066893	Michael A. Beharry	\N	\N	camera_department	tt0117308,tt0119953
nm0066894	Ronnie Beharry	\N	\N	actor	tt1063331,tt0245186,tt0115286,tt0862572
nm0066895	Axelle Beharry	\N	\N	actress	tt0787091,tt3805856,tt0271136
nm0066896	Moghadam Behboodi	\N	\N	actor	tt0191043
nm0066897	Mohammad-Ali Behboudi	1956	\N	actor	tt0115088,tt0806910,tt4591834,tt2101473
nm0066898	George Behe	\N	\N	miscellaneous	tt2132504,tt0158273,tt2224501
nm0066899	Katy Behean	1961	1996	actress	tt0147788,tt0178154,tt0092772,tt0090310
nm0066900	Carl Behee	\N	\N	special_effects	tt0104987
nm0066901	Clayton Behee	1912	1976	actor	tt0052445,tt0023582
nm0066902	Ed Beheler	\N	\N	actor	tt0102266,tt0078238,tt0107144,tt0087635
nm0066903	Bob Beher	\N	\N	sound_department	tt0120188,tt0319262,tt0325710,tt0266697
nm0066904	Pablo Behrens	\N	\N	director,producer,writer	tt0196448,tt13232238,tt1765679,tt1776271
nm0066906	Roshanak Behesht Nedjad	\N	\N	producer,production_manager,director	tt4177670,tt0300642,tt1695405,tt2147521
nm0066907	Mohamad Beheshti	\N	\N	writer	tt0090721,tt0343526
nm0066908	Behzad Beheshtipour	\N	\N	editor,producer	tt0488008,tt0331656,tt0107743,tt11912868
nm0066909	Briony Behets	1951	\N	actress,miscellaneous	tt0155429,tt0079482,tt0075350,tt0070973
nm0066910	Ridha Behi	1947	\N	director,writer,producer	tt1999828,tt0075241,tt0321518,tt0110033
nm0066911	Corinne Behin	\N	\N	writer,assistant_director	tt6445250,tt0107778
nm0066912	Marc Behin	\N	\N	actor	tt1150956,tt1124107,tt0098552,tt0242217
nm0066913	Benefshah Behioudi	\N	\N	actor	tt0105888
nm0066914	Osnat Behiri	\N	\N	art_department,miscellaneous	tt0089305,tt0086926
nm0066915	Firouz Behjat-Mohamadi	\N	\N	actor	tt0343853,tt5758426,tt0064356,tt0262774
nm0066916	Amardeep Behl	\N	\N	production_designer,art_department,art_director	tt0360960,tt0213985,tt0196069,tt3043252
nm0066917	Hansraj Behl	\N	\N	composer,soundtrack,music_department	tt0256429,tt0454485,tt0231519,tt0231426
nm0066918	Ramesh Behl	\N	1990	producer,director,actor	tt0077792,tt0086156,tt0246286,tt0373041
nm0066919	Ravi Behl	\N	\N	actor,music_department,writer	tt0115484,tt0362056,tt0086711,tt0246086
nm0066920	David Behle	\N	\N	sound_department	tt0114814,tt0117333,tt0117331,tt0114369
nm0066921	Jochen Behle	\N	\N	transportation_department,actor	tt0250258,tt2126235,tt2101473,tt1979320
nm0066922	Markus Behle	\N	\N	camera_department	tt0806910,tt0111652,tt0144675,tt0120883
nm0066923	Edith Behleit	1931	2013	actress	tt7163910,tt0096640,tt0070981,tt0092389
nm0066924	Brian Behlendorf	\N	\N	actor	tt0308808,tt0939624,tt0212974
nm0066925	Jeff Behlendorf	\N	\N	miscellaneous,editorial_department	tt0399146,tt0116654,tt0117786,tt0359013
nm0066926	Lisa Behlendorf	\N	\N	miscellaneous,production_manager,producer	tt0157503,tt0145660,tt0119695,tt0120611
nm0066927	Simone Behlendorf	\N	\N	make_up_department	tt0174446,tt0162104,tt0350401,tt0196264
nm0066928	Beth Behler	\N	\N	actress,camera_department,miscellaneous	tt0181945,tt0271809,tt0388450
nm0066929	Dana Behler	\N	\N	actress	tt0112503
nm0066930	Brian Behling	\N	\N	producer,production_manager,camera_department	tt0424095,tt0114148,tt0307453,tt0119282
nm0066931	Reinhold Behling	1951	\N	actor	tt0201340,tt0143075,tt0445660,tt0103487
nm0066932	Robert Behling	1941	2011	actor	tt0082350,tt0074483,tt0085382,tt0078008
nm0066933	Anna Behlmer	\N	\N	sound_department	tt1706620,tt0203009,tt0796366,tt0119488
nm0066934	Curt Behlmer	1960	\N	sound_department	tt0157245,tt1245693
nm0066935	Rudy Behlmer	1926	2019	director,miscellaneous,writer	tt0407874,tt0048896,tt2098191,tt4620378
nm0066936	Eleanor Behm	1909	1990	costume_designer,costume_department	tt0035966,tt0039420,tt0038648,tt0038629
nm0066937	Joseph C. Behm	1910	1978	production_manager,assistant_director,art_department	tt0060135,tt0056218,tt0045316,tt0065462
nm0066939	Marc Behm	1925	2007	writer	tt0059260,tt0056923,tt0055008,tt0061410
nm0066940	Dan Behmer	\N	\N	actor	tt0195886
nm0066941	Ernst Behmer	1875	1938	actor	tt0027351,tt0264166,tt0024724,tt0021674
nm0066942	Eva Behmer	1909	1944	actress	tt0028304,tt0134102,tt0029279,tt0021155
nm0066943	Flávio Behmer	\N	\N	art_director,producer	tt0200736,tt0137283
nm0066944	Fritz Behmer	\N	\N	actor	tt0021681
nm0066945	David F. Behn	\N	\N	camera_department	tt0844441,tt0117324,tt0114366,tt2226417
nm0066946	Harry Behn	1898	1973	writer,script_department,soundtrack	tt0015624,tt0016251,tt0020408,tt0020960
nm0066948	Mark Behn	\N	\N	actor,soundtrack	tt0096380
nm0066949	Noel Behn	1928	1998	writer,actor	tt0106028,tt0081554,tt0077275,tt0065950
nm0066950	Patrizia Behn	\N	\N	actress	tt0148615,tt0080075,tt0189544
nm0066951	Peter Behn	1934	\N	actor	tt2129864,tt5139360,tt0123366,tt5334978
nm0066952	Lorraine Behnan	\N	\N	actress	tt13401916,tt0087485,tt13401874,tt13401878
nm0066953	Meria Behncke	\N	\N	miscellaneous	tt0102453
nm0066954	Audra Behne	\N	\N	actress	tt0205610
nm0066955	Christopher Behne	\N	\N	actor	tt0101840
nm0066956	Dietrich Behne	\N	\N	actor	tt0061805
nm0066957	Priscilla Behne	\N	\N	actress	tt0101840
nm0066958	Priscilla Ashley Behne	\N	\N	actress	tt0094890
nm0066959	Behrouz Behnejad	\N	\N	actor	tt1091766,tt5836536,tt11198836,tt3511928
nm0066960	Willi Behnisch	1956	\N	cinematographer,camera_department,writer	tt0317603,tt0455411,tt0318523,tt0363499
nm0066961	Bettina Behnke	\N	\N	actress	tt0087129
nm0066962	Burkhard Behnke	1958	\N	actor	tt0985684,tt1784059,tt0806901
nm0066963	Dietmar Behnke	\N	\N	actor,writer	tt0058545,tt0452917,tt8646052,tt0054479
nm0066964	Frank Behnke	1962	\N	actor,sound_department,miscellaneous	tt0092389,tt0108977,tt0306760,tt1242463
nm0066965	Jason Behnke	\N	\N	editor,camera_department,editorial_department	tt12698678,tt1535837,tt0290884,tt2601456
nm0066967	Jenny Behnke	\N	\N	visual_effects,animation_department	tt0120789,tt0169547,tt0190332,tt0230011
nm0066968	Jim Behnke	\N	\N	production_manager,assistant_director,producer	tt1013743,tt0268995,tt0235737,tt0780504
nm0066969	Heinrich Behnken	1880	1960	writer	tt9615590,tt0269301,tt0187239,tt0082496
nm0066970	Howard Behnken	\N	\N	miscellaneous,actor	tt0116733,tt0120684,tt2719796
nm0066971	Klaus Behnken	\N	\N	actor	tt0298523,tt0202167,tt0156766
nm0066972	Lukas Behnken	1979	\N	actor,producer,production_manager	tt0413573,tt14351082,tt5853716,tt10195452
nm1964405	Paul Chiasson	\N	\N	transportation_department	tt0317124,tt0459070
nm1964407	Peter Batchelder	\N	\N	composer,sound_department,actor	tt0385002,tt6827388,tt2364905,tt0428038
nm1964409	Joye Gunter	\N	\N	director,writer	tt0465938
nm1964410	Maximiliano Curcu	\N	\N	camera_department,assistant_director	tt0466054,tt5877964,tt3145618,tt0420509
nm1964411	Tyler	\N	\N	actress	tt0467870,tt0337168,tt0469328,tt0469430
nm1964412	Venu Nagavalli	\N	2010	actor,writer,director	tt0215149,tt0292260,tt0274043,tt0291711
nm1964413	Nicole Schodroski	\N	\N	costume_department	tt0453472
nm1964414	Lê Brasil	\N	\N	costume_designer,producer,miscellaneous	tt1330048,tt0459228,tt3149820
nm1964415	Steve Gatewood	\N	\N	camera_department	tt0225434
nm1964416	Fred M. Davis	\N	\N	producer	tt0467398,tt4323542
nm1964417	Kath Lingenfelter	\N	\N	producer,miscellaneous,writer	tt0799862,tt0475784,tt2699128,tt0925266
nm1964418	Steve Lawson	\N	\N	actor	tt0466584
nm1964419	Lt. Henriot	\N	\N	writer	tt0467104
nm1964421	Felix Happel	\N	\N	actor	tt0466099
